대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑴ 상대도수	⑴ 상대도수	⑴ 상대도수: 전체 도수에 대한 각 계급의 도수의 비율(어떤 계급의 상대 도수)=1(그(1도계수1급의1의1총도합1수)1)
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑵ 상대도수의 분포표	⑵ 상대도수의 분포표	⑵ 상대도수의 분포표: 각 계급의 상대도수를 나타낸 표
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	⑶ 상대도수의 특징
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	① 상대도수의 총합은 항상 1이다.
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	② 각 계급의 상대도수는 그 계급의 도수에 정비례한다.
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	③ 도수의 총합이 다른 여러 집단의 분포 상태를 비교할 때 편리하다.나이(세)20이상~ 25미만도수(명)2상대도수;1ª0;=0.22
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	5 ~ 30
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	4 ;10¢ ;=0.430 ~ 35
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	3 ;10£ ;=0.33
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	1. 상대도수	⑶ 상대도수의 특징	⑶ 상대도수의 특징	5 ~ 401합계 10[상대도수의 분포표];10Á ;=0.11
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑴ 상대도수의 분포를 나타낸 그래프	⑴ 상대도수의 분포를 나타낸 그래프	⑴ 상대도수의 분포를 나타낸 그래프: 상대도수의 분포표를 히스토그램이나도수분포다각형과 같은 모양으로 나타낸 그래프
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	① 가로축에 각 계급의 양 끝 값을 차례로 적는다.
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	② 세로축에 상대도수를 적는다.
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	⑵ 상대도수의 분포를 나타낸 그래프를 그리는 순서	③ 히스토그램이나 도수분포다각형과 같은 방법으로 그린다.과학 성적(점)70이상~ 80미만80 ~ 9090 ~100합계도수(명)25310상대도수0.20.50.31
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑶ 상대도수의 분포를 나타낸 그래프의 특징	⑶ 상대도수의 분포를 나타낸 그래프의 특징	⑶ 상대도수의 분포를 나타낸 그래프의 특징
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑶ 상대도수의 분포를 나타낸 그래프의 특징	⑶ 상대도수의 분포를 나타낸 그래프의 특징	① 전체 도수가 다른 두 자료를 비교할 때에는 상대도수의 분포를 나타낸 그래프를 함께 나타내면 한눈에 비교할 수 있다.
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	2 상대도수	2. 상대도수의 분포를 나타낸 그래프	⑶ 상대도수의 분포를 나타낸 그래프의 특징	⑶ 상대도수의 분포를 나타낸 그래프의 특징	② 상대도수의 분포를 그래프로 나타내면 각 계급이 전체에서 차지하는비율을 알아보는 데 편리하다.(어떤 계급의 도수)=(도수의 총합)×(그 계급의 상대도수)(도수의 총합)=(그 계급의 도수)(상대도수)(상대도수의 총합)=(그계급의 도수의(도수의 총합)합)=(도수의(도수의총합)총합)=1(상대도수의 분포를 나타낸 그래프와 가로축으로 둘러싸인 부분의 넓이)=(계급의 크기)×(상대도수의 총합)=(계급의 크기)×1=(계급의 크기)
