대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑴ 점과 직선의 위치 관계	⑴ 점과 직선의 위치 관계	⑴ 점과 직선의 위치 관계
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑴ 점과 직선의 위치 관계	⑴ 점과 직선의 위치 관계	① 점 A는 직선 위에 있다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑴ 점과 직선의 위치 관계	⑴ 점과 직선의 위치 관계	② 점 B는 직선 위에 있지 않다.BlA
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑵ 평행선	⑵ 평행선	⑵ 평행선: 한 평면 위에 있는 두 직선 l, m이 만나지 않을 때 두 직선 l, m은 평행하다고 하고, 이때 평행한 두 직선을 평행선이라고 한다.기호: lm
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	⑶ 평면에서 두 직선의 위치 관계
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	① 한 점에서 만난다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	② 평행하다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	1. 평면에서의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	⑶ 평면에서 두 직선의 위치 관계	③ 일치한다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑴ 꼬인 위치	⑴ 꼬인 위치	⑴ 꼬인 위치: 공간에서 두 직선이 만나지도 않고 평행하지도 않을 때, 두 직선은 꼬인 위치에 있다고 한다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	① 한 점에서 만난다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	② 평행하다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	③ 일치한다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	⑵ 공간에서 두 직선의 위치 관계	④ 꼬인 위치에 있다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	① 한 점에서 만난다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	② 평행하다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	⑶ 공간에서 직선과 평면의 위치 관계	③ 직선이 평면에 포함된다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	⑷ 공간에서 두 평면의 위치 관계
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	① 한 직선에서 만난다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	② 평행하다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	2. 공간에서의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	⑷ 공간에서 두 평면의 위치 관계	③ 일치한다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑴ 동위각	⑴ 동위각	⑴ 동위각: 서로 같은 위치에 있는 각∠a와 ∠e, ∠b와 ∠f, ∠c와 ∠g, ∠d와 ∠h
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑵ 엇각	⑵ 엇각	⑵ 엇각: 서로 엇갈린 위치에 있는 각∠b와 ∠h, ∠c와 ∠e
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	① 동위각의 크기는 서로 같다. ∠a=∠b
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	⑶ 평행선의 성질평행한 두 직선이 다른 한 직선과 만날 때	② 엇각의 크기는 서로 같다. ∠a=∠c
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	① 동위각의 크기가 같으면 두 직선은 평행하다.
Ⅳ.기본 도형	기본 도형	2 위치 관계, 평행선의 성질	3. 평행선의 성질	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	⑷ 평행선이 되기 위한 조건서로 다른 두 직선이 다른 한 직선과 만날 때	② 엇각의 크기가 같으면 두 직선은 평행하다.nadbcehfglmnacblm
