대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑴ 변량	⑴ 변량	⑴ 변량: 자료를 수량으로 나타낸 것
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑵ 줄기와 잎 그림	⑵ 줄기와 잎 그림	⑵ 줄기와 잎 그림: 줄기와 잎을 이용하여 자료를 나타낸 그림
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	6 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	7 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	8 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	9 9
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	7 2 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	2 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	3 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	4 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	6 
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	8 9
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	8 0 2 2 3 4 4
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	1. 줄기와 잎 그림	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	⑶ 줄기는 중복되는 숫자를 한번만 쓰고, 잎은 중복되는 수를 모두 쓴다.수학 성적 (6|7은 67점)줄기 잎	9 1 4 6[줄기와 잎 그림]
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	2. 도수분포표	⑴ 계급	⑴ 계급	⑴ 계급: 변량을 일정한 간격으로 나눈 구간
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	2. 도수분포표	⑴ 계급	① 계급의 크기	① 계급의 크기: 변량을 나눈 구간의 너비
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	2. 도수분포표	⑴ 계급	② 계급의 개수	② 계급의 개수: 변량을 나눈 구간의 수
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	2. 도수분포표	⑵ 도수	⑵ 도수	⑵ 도수: 각 계급에 속하는 자료의 개수
