대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑴공약수	⑴공약수	⑴공약수: 두 개 이상의 자연수의 공통인 약수 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑵최대공약수	⑵최대공약수	⑵최대공약수: 공약수 중에서 가장 큰 수
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑵최대공약수	⑵최대공약수	예 8의 약수: 1, 2, 4, 8공약수: 1, 2, 412의 약수: 1, 2, 3, 4, 6, 12최대공약수: 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑵최대공약수	⑵최대공약수	4  
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑶최 대공약수의성질	⑶최 대공약수의성질	⑶최 대공약수의성질: 두 개 이상의 자연수의 공약수는 그들의 최대공약수의 약수이다.
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑶최 대공약수의성질	⑶최 대공약수의성질	예 8과 12의 공약수인 1, 2, 4는 두 수의 최대공약수인 4의 약수이다. 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑷서로소	⑷서로소	⑷서로소: 최대공약수가 1인 두 자연수
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑷서로소	⑷서로소	예 2와 3, 4와 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑷서로소	⑷서로소	7 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑸최대공약수구하기  	⑸최대공약수구하기  	⑸최대공약수구하기  
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑸최대공약수구하기  	⑸최대공약수구하기  	① 나눗셈을 이용하는 방법  
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	1. 최대공약수 	⑸최대공약수구하기  	⑸최대공약수구하기  	② 소인수분해를 이용하는 방법
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	2. 최소공배수 	⑴공배수	⑴공배수	⑴공배수: 두 개 이상의 자연수의 공통인 배수 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	2. 최소공배수 	⑵최소공배수	⑵최소공배수	⑵최소공배수: 공배수 중에서 가장 작은 수
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	2. 최소공배수 	⑵최소공배수	⑵최소공배수	예 4의 배수: 4, 8, 12, 16, 20, 24, y6의 배수: 6, 12, 18, 24, y공배수: 12, 24, y 최소공배수: 1
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	2. 최소공배수 	⑵최소공배수	⑵최소공배수	2 
Ⅰ.수와연산	소인수분해	2 최대공약수와 최소공배수	2. 최소공배수 	⑶최소공배수의성질	⑶최소공배수의성질	⑶최소공배수의성질: 두 개 이상의 자연수의 공배수는 그들의 최소공배수의 배수이다.
